match_url,home_prob_softmax,away_prob_softmax
https://www.premierleague.com/match/12313,0.5004462498815123,0.49955375
https://www.premierleague.com/match/12284,0.5004537498754371,0.49954625
https://www.premierleague.com/match/12346,0.4986200035040853,0.501379996
https://www.premierleague.com/match/12141,0.49858875374756534,0.501411246
https://www.premierleague.com/match/12232,0.5006374996545548,0.4993625
https://www.premierleague.com/match/12426,0.5036574347647328,0.496342565
https://www.premierleague.com/match/12273,0.5019149906364071,0.498085009
https://www.premierleague.com/match/12137,0.5001899999908546,0.49981
https://www.premierleague.com/match/12494,0.5027362226850219,0.497263777
https://www.premierleague.com/match/12194,0.4996062500813955,0.50039375
https://www.premierleague.com/match/12375,0.5000737499994651,0.49992625
https://www.premierleague.com/match/12291,0.49875875254985474,0.501241247
https://www.premierleague.com/match/12367,0.498757502557566,0.501242497
https://www.premierleague.com/match/12343,0.49941750026352777,0.5005825
https://www.premierleague.com/match/12386,0.5028874679004516,0.497112532
https://www.premierleague.com/match/12485,0.5014987455112568,0.498501254
https://www.premierleague.com/match/12224,0.5008062493012088,0.499193751
https://www.premierleague.com/match/12354,0.49569135665463293,0.504308643
https://www.premierleague.com/match/12329,0.4963625641709618,0.503637436
https://www.premierleague.com/match/12145,0.4999037500011889,0.50009625
https://www.premierleague.com/match/12319,0.5107833276839118,0.489216672
https://www.premierleague.com/match/12196,0.4972562775402018,0.502743722
https://www.premierleague.com/match/12136,0.5013387468008401,0.498661253
https://www.premierleague.com/match/12418,0.5013637466182482,0.498636253
https://www.premierleague.com/match/12266,0.4997487500211473,0.50025125
https://www.premierleague.com/match/12388,0.5006112496954945,0.49938875
https://www.premierleague.com/match/12445,0.5036286862910081,0.496371314
https://www.premierleague.com/match/12397,0.4990725010638487,0.500927499
https://www.premierleague.com/match/12395,0.5007862493519325,0.499213751
https://www.premierleague.com/match/12353,0.4992612505375648,0.500738749
https://www.premierleague.com/match/12399,0.5017187432302159,0.498281257
https://www.premierleague.com/match/12410,0.49908250102980833,0.500917499
https://www.premierleague.com/match/12228,0.4971712801798362,0.50282872
https://www.premierleague.com/match/12220,0.4968187929264628,0.503181207
https://www.premierleague.com/match/12259,0.5086391401393091,0.49136086
https://www.premierleague.com/match/12327,0.501812492060914,0.498187508
https://www.premierleague.com/match/12138,0.49563261107702083,0.504367389
https://www.premierleague.com/match/12275,0.5012624973169313,0.498737503
https://www.premierleague.com/match/12271,0.4987075028789176,0.501292497
https://www.premierleague.com/match/12157,0.5002474999797855,0.4997525
https://www.premierleague.com/match/12441,0.5016374941456214,0.498362506
https://www.premierleague.com/match/12142,0.495853845037115,0.504146155
https://www.premierleague.com/match/12420,0.5024324808091958,0.497567519
https://www.premierleague.com/match/12204,0.49976875001648857,0.50023125
https://www.premierleague.com/match/12338,0.49523889390833276,0.504761106
https://www.premierleague.com/match/12333,0.4983562559216694,0.501643744
https://www.premierleague.com/match/12294,0.5027112234268938,0.497288777
https://www.premierleague.com/match/12460,0.5012987470791164,0.498701253
https://www.premierleague.com/match/12372,0.5037311807384658,0.496268819
https://www.premierleague.com/match/12146,0.501572494815475,0.498427505
https://www.premierleague.com/match/12491,0.4982762568290377,0.501723743
https://www.premierleague.com/match/12205,0.5016187443444315,0.498381256
https://www.premierleague.com/match/12390,0.5036249364883145,0.496375064
